Prénom;Nom;Date de décès;Âge;Année de naissance;Catégorie;Fichier image
Paul;Andreu;11/10/2018;80;1938;Architectes;paul-andreu.jpg
Jean;Lanzi;09/10/2018;84;1934;Journalistes;jean-lanzi.jpg
Venantino;Venantini;09/10/2018;88;1930;Acteurs;venantino-venantini.jpg
Montserrat;Caballé;06/10/2018;85;1933;Chanteurs;montserrat-caballe.jpg
Charles;Aznavour;01/10/2018;94;1924;Chanteurs;charles-aznavour.jpg
René;Pétillon;30/09/2018;72;1946;Dessinateurs;rene-petillon.jpg
Jean;Piat;18/09/2018;93;1925;Acteurs;jean-piat.jpg
Zienia;Merton;14/09/2018;72;1946;Acteurs;zienia-merton.jpg
Rachid;Taha;12/09/2018;59;1959;Chanteurs;rachid-taha.jpg
Mac;Miller;07/09/2018;26;1992;Chanteurs;mac-miller.jpg
John;McCain;25/08/2018;81;1937;Responsables politiques;john-mccain.jpg
Joël;Robuchon;06/08/2018;73;1945;Cuisiniers;joel-robuchon.jpg
Charlotte;Rae;05/08/2018;92;1926;Acteurs;charlotte-rae.jpg
Tab;Hunter;08/07/2018;86;1932;Acteurs;tab-hunter.jpg
Claude;Lanzmann;05/07/2018;92;1926;Réalisateurs;claude-lanzmann.jpg
France;Dougnac;04/07/2018;67;1951;Acteurs;france-dougnac.jpg
François;Corbier;01/07/2018;73;1945;Chanteurs;francois-corbier.jpg
Harlan;Ellison;28/06/2018;84;1934;Écrivains;harlan-ellison.jpg
;XXXTentacion;18/06/2018;20;1998;Chanteurs;xxxtentacion.jpg
Eunice;Gayson;08/06/2018;90;1928;Acteurs;eunice-gayson.jpg
Serge;Dassault;28/05/2018;93;1925;Personnalités d’affaires;serge-dassault.jpg
Pierre;Bellemare;26/05/2018;88;1930;Animateurs;pierre-bellemare.jpg
Roger;Piantoni;26/05/2018;86;1932;Sportifs;roger-piantoni.jpg
Philip;Roth;22/05/2018;85;1933;Écrivains;philip-roth.jpg
Joseph;Campanella;16/05/2018;93;1925;Acteurs;joseph-campanella.jpg
William;Vance;14/05/2018;82;1936;Dessinateurs;william-vance.jpg
Rose;Laurens;29/04/2018;67;1951;Chanteurs;rose-laurens.webp
Henri;Michel;24/04/2018;70;1948;Sportifs;henri-michel.jpg
Verne;Troyer;21/04/2018;49;1969;Acteurs;verne-troyer.jpg
Miloš;Forman;13/04/2018;86;1932;Réalisateurs;milos-forman.jpg
Jacques;Higelin;06/04/2018;77;1941;Chanteurs;jacques-higelin.jpg
Christophe;Salengro;30/03/2018;64;1954;Acteurs;christophe-salengro.jpg
Stéphane;Audran;27/03/2018;85;1933;Acteurs;stephane-audran.jpg
Hubert;de Givenchy;10/03/2018;91;1927;Créateurs de mode;hubert-de-givenchy.jpg
Marcel;Philippot;02/03/2018;64;1954;Acteurs;marcel-philippot.webp
;Sridevi;24/02/2018;54;1964;Acteurs;sridevi.jpg
John;Gavin;09/02/2018;86;1932;Acteurs;john-gavin.jpg
Ingvar;Kamprad;27/01/2018;91;1927;Personnalités d’affaires;ingvar-kamprad.jpg
Yves;Afonso;21/01/2018;73;1945;Acteurs;yves-afonso.jpg
Paul;Bocuse;20/01/2018;91;1927;Cuisiniers;paul-bocuse.jpg
Alain;Devaquet;19/01/2018;75;1943;Responsables politiques;alain-devaquet.jpg
Dorothy;Malone;19/01/2018;93;1925;Acteurs;dorothy-malone.jpg
Françoise;Dorin;12/01/2018;89;1929;Écrivains;francoise-dorin.jpg
France;Gall;07/01/2018;70;1948;Chanteurs;france-gall.jpg
Art;Sullivan;27/12/2019;69;1950;Chanteurs;art-sullivan.jpg
Emanuel;Ungaro;21/12/2019;86;1933;Créateurs de mode;emanuel-ungaro.jpg
Claudine;Auger;18/12/2019;78;1941;Acteurs;claudine-auger.jpg
Alain;Barrière;18/12/2019;84;1935;Compositeurs;alain-barriere.jpg
Anna;Karina;14/12/2019;79;1940;Acteurs;anna-karina.jpg
Bernard;Lavalette;14/12/2019;93;1926;Acteurs;bernard-lavalette.jpg
René;Auberjonois;08/12/2019;79;1940;Acteurs;rene-auberjonois.jpg
Fred;Mella;16/11/2019;95;1924;Chanteurs;fred-mella.jpg
Raymond;Poulidor;13/11/2019;83;1936;Sportifs;raymond-poulidor.jpg
Marie;Laforêt;02/11/2019;80;1939;Chanteurs;marie-laforet.jpg
Annick;Alane;28/10/2019;94;1925;Acteurs;annick-alane.jpg
Robert;Evans;26/10/2019;89;1930;Producteurs;robert-evans.jpg
Alicia;Alonso;17/10/2019;98;1921;Danseurs;alicia-alonso.jpg
Alexeï;Leonov;11/10/2019;85;1934;Astronautes;alexei-leonov.jpg
Eugène;Saccomano;07/10/2019;83;1936;Journalistes;eugene-saccomano.jpg
Dominique;Webb;01/10/2019;78;1941;Magiciens;dominique-webb.jpg
André;Gaillard;30/09/2019;91;1928;Humoristes;andre-gaillard.jpg
Jessye;Norman;30/09/2019;74;1945;Chanteurs;jessye-norman.jpg
Gaëlle;Voiry;28/09/2019;50;1969;Mannequins;gaelle-voiry.jpg
Jacques;Chirac;26/09/2019;86;1933;Responsables politiques;jacques-chirac.jpg
Zine;el-Abidine Ben Ali;19/09/2019;83;1936;Responsables politiques;zine-el-abidine-ben-ali.jpg
Robert;Mugabe;06/09/2019;95;1924;Responsables politiques;robert-mugabe.jpg
Ariane;Carletti;03/09/2019;61;1958;Animateurs;ariane-carletti.jpg
Bernard;Golay;30/08/2019;75;1944;Animateurs;bernard-golay.jpg
Michel;Aumont;28/08/2019;82;1937;Acteurs;michel-aumont.jpg
Nancy;Holloway;28/08/2019;86;1933;Chanteurs;nancy-holloway.jpg
Peter;Fonda;16/08/2019;79;1940;Acteurs;peter-fonda.jpg
DJ;Arafat;12/08/2019;33;1986;Chanteurs;dj-arafat.jpg
Jeffrey;Epstein;10/08/2019;66;1953;Personnalités d’affaires;jeffrey-epstein.jpg
Jean-Pierre;Mocky;08/08/2019;90;1929;Réalisateurs;jean-pierre-mocky.jpg
Toni;Morrison;05/08/2019;88;1931;Écrivains;toni-morrison.jpg
Jean-Claude;Bouttier;03/08/2019;74;1945;Sportifs;jean-claude-bouttier.jpg
Philippe;Ogouz;25/07/2019;79;1940;Acteurs;philippe-ogouz.jpg
Johnny;Clegg;16/07/2019;66;1953;Chanteurs;johnny-clegg.jpg
João;Gilberto;06/07/2019;88;1931;Chanteurs;joao-gilberto.jpg
Guillermo;Mordillo;29/06/2019;86;1933;Dessinateurs;guillermo-mordillo.jpg
Édith;Scob;26/06/2019;81;1938;Acteurs;edith-scob.jpg
Max;Wright;26/06/2019;75;1944;Acteurs;max-wright.jpg
Philippe;Zdar;19/06/2019;52;1967;Musiciens;philippe-zdar.jpg
Zappy;Max;16/06/2019;97;1922;Animateurs;zappy-max.jpg
Franco;Zeffirelli;15/06/2019;96;1923;Réalisateurs;franco-zeffirelli.jpg
Frank;Lucas;30/05/2019;88;1931;Criminels;frank-lucas.jpg
Niki;Lauda;20/05/2019;70;1949;Sportifs;niki-lauda.jpg
Mick;Micheyl;16/05/2019;97;1922;Chanteurs;mick-micheyl.jpg
Ieoh;Ming Pei;16/05/2019;102;1917;Architectes;ieoh-ming-pei.jpg
;Anémone;30/04/2019;68;1951;Acteurs;anemone.jpg
Peter;Mayhew;30/04/2019;74;1945;Acteurs;peter-mayhew.jpg
Dick;Rivers;24/04/2019;74;1945;Chanteurs;dick-rivers.jpg
Ken;Kercheval;21/04/2019;83;1936;Acteurs;ken-kercheval.jpg
;Caravelli;01/04/2019;88;1931;Compositeurs;caravelli.jpg
Agnès;Varda;29/03/2019;90;1929;Réalisateurs;agnes-varda.jpg
Jacques;Bodoin;08/03/2019;97;1922;Chanteurs;jacques-bodoin.jpg
Jacques;Loussier;05/03/2019;84;1935;Compositeurs;jacques-loussier.jpg
Keith;Flint;04/03/2019;49;1970;Chanteurs;keith-flint.jpg
Luke;Perry;04/03/2019;52;1967;Acteurs;luke-perry.jpg
Mark;Hollis;25/02/2019;64;1955;Chanteurs;mark-hollis.jpg
Bruno;Ganz;16/02/2019;77;1942;Acteurs;bruno-ganz.webp
Dick;Miller;30/01/2019;90;1929;Acteurs;dick-miller.jpg
Michel;Legrand;26/01/2019;86;1933;Compositeurs;michel-legrand.jpg
Patrick;Bricard;25/01/2019;78;1941;Acteurs;patrick-bricard.jpg
Marcel;Azzola;21/01/2019;91;1928;Musiciens;marcel-azzola.jpg
Henri;d'Orléans;21/01/2019;85;1934;Noblesse et royautés;henri-dorleans.jpg
Emiliano;Sala;21/01/2019;28;1991;Sportifs;emiliano-sala.jpg
François;Perrot;20/01/2019;94;1925;Acteurs;francois-perrot.jpg
Pierre;Cardin;29/12/2020;98;1922;Créateurs de mode;pierre-cardin.jpg
Alexi;Laiho;29/12/2020;41;1979;Chanteurs;alexi-laiho.jpg
Rika;Zaraï;23/12/2020;82;1938;Chanteurs;rika-zarai.jpg
Claude;Brasseur;22/12/2020;84;1936;Acteurs;claude-brasseur.jpg
Caroline;Cellier;15/12/2020;75;1945;Acteurs;caroline-cellier.jpg
Gérard;Houllier;14/12/2020;73;1947;Sportifs;gerard-houllier.jpg
Marc;Meneau;09/12/2020;77;1943;Cuisiniers;marc-meneau.jpg
Paolo;Rossi;09/12/2020;64;1956;Sportifs;paolo-rossi.jpg
Warren;Berlinger;02/12/2020;83;1937;Acteurs;warren-berlinger.jpg
Anne;Sylvestre;30/11/2020;86;1934;Chanteurs;anne-sylvestre.jpg
David;Prowse;28/11/2020;85;1935;Acteurs;david-prowse.jpg
Jean-Louis;Servan-Schreiber;28/11/2020;83;1937;Journalistes;jean-louis-servan-schreiber.jpg
Diego;Maradona;25/11/2020;60;1960;Sportifs;diego-maradona.jpg
Christophe;Dominici;24/11/2020;48;1972;Sportifs;christophe-dominici.jpg
Daniel;Cordier;20/11/2020;100;1920;Divers;daniel-cordier.jpg
Michel;Robin;18/11/2020;90;1930;Acteurs;michel-robin.jpg
Vincent;Reffet;17/11/2020;36;1984;Sportifs;vincent-reffet.jpg
Nelly;Kaplan;12/11/2020;89;1931;Écrivains;nelly-kaplan.jpg
;Piem;12/11/2020;97;1923;Dessinateurs;piem.jpg
Charles-Henri;Flammarion;09/11/2020;74;1946;Éditeurs;charles-henri-flammarion.jpg
Pierre;Simonet;05/11/2020;99;1921;Militaires;pierre-simonet.jpg
Ken;Hensley;04/11/2020;75;1945;Chanteurs;ken-hensley.jpg
Claude;Giraud;03/11/2020;84;1936;Acteurs;claude-giraud.jpg
Alain;Rey;28/10/2020;92;1928;Scientifiques;alain-rey.jpg
Marge;Champion;21/10/2020;101;1919;Danseurs;marge-champion.jpg
Viola;Smith;21/10/2020;107;1913;Musiciens;viola-smith.jpg
Rhonda;Fleming;14/10/2020;97;1923;Acteurs;rhonda-fleming.jpg
Eddie;Van Halen;06/10/2020;65;1955;Musiciens;eddie-van-halen.jpg
Wladimir;Yordanoff;06/10/2020;66;1954;Acteurs;wladimir-yordanoff.jpg
Pierre;Troisgros;23/09/2020;92;1928;Cuisiniers;pierre-troisgros.jpg
Ron;Cobb;21/09/2020;83;1937;Dessinateurs;ron-cobb.jpg
Bernard;Debré;13/09/2020;75;1945;Responsables politiques;bernard-debre.jpg
Roger;Carel;11/09/2020;93;1927;Acteurs;roger-carel.jpg
Christian;Poncelet;11/09/2020;92;1928;Responsables politiques;christian-poncelet.jpg
Diana;Rigg;10/09/2020;82;1938;Acteurs;diana-rigg.jpg
Annie;Cordy;04/09/2020;92;1928;Acteurs;annie-cordy.jpg
Chadwick;Boseman;28/08/2020;43;1977;Acteurs;chadwick-boseman.jpg
André-Paul;Duchâteau;26/08/2020;95;1925;Scénaristes;andre-paul-duchateau.jpg
Joe;Ruby;26/08/2020;87;1933;Dessinateurs;joe-ruby.jpg
;Kiraz;11/08/2020;96;1924;Dessinateurs;kiraz.jpg
Trini;Lopez;11/08/2020;83;1937;Chanteurs;trini-lopez.jpg
Alan;Parker;31/07/2020;76;1944;Réalisateurs;alan-parker.jpg
Albin;Chalandon;29/07/2020;100;1920;Responsables politiques;albin-chalandon.jpg
Gisèle;Halimi;28/07/2020;93;1927;Avocats;gisele-halimi.jpg
Olivia;de Havilland;26/07/2020;104;1916;Acteurs;olivia-de-havilland.jpg
John;Saxon;25/07/2020;83;1937;Acteurs;john-saxon.jpg
J.;J. Lionel;14/07/2020;72;1948;Chanteurs;j-j-lionel.jpg
Kelly;Preston;12/07/2020;57;1963;Acteurs;kelly-preston.jpg
Jean-François;Garreaud;09/07/2020;74;1946;Acteurs;jean-francois-garreaud.jpg
Naya;Rivera;08/07/2020;33;1987;Acteurs;naya-rivera.jpg
Hermine;de Clermont-Tonnerre;03/07/2020;54;1966;Divers;hermine-de-clermont-tonnerre.jpg
Carl;Reiner;29/06/2020;98;1922;Acteurs;carl-reiner.jpg
Milton;Glaser;26/06/2020;91;1929;Divers;milton-glaser.jpg
Patrick;Poivey;16/06/2020;72;1948;Acteurs;patrick-poivey.jpg
Jean;Raspail;13/06/2020;94;1926;Écrivains;jean-raspail.jpg
Marcel;Maréchal;11/06/2020;82;1938;Acteurs;marcel-marechal.jpg
;Christo;31/05/2020;84;1936;Sculpteurs;christo.jpg
Mady;Mesplé;30/05/2020;89;1931;Chanteurs;mady-mesple.jpg
Guy;Bedos;28/05/2020;85;1935;Humoristes;guy-bedos.jpg
Claude;Goasguen;28/05/2020;75;1945;Responsables politiques;claude-goasguen.jpg
Richard;Herd;26/05/2020;87;1933;Acteurs;richard-herd.jpg
Mory;Kanté;22/05/2020;70;1950;Chanteurs;mory-kante.jpg
Daniel;Cauchy;08/05/2020;90;1930;Acteurs;daniel-cauchy.jpg
Sam;Lloyd;30/04/2020;56;1964;Acteurs;sam-lloyd.jpg
Robert;Herbin;27/04/2020;81;1939;Sportifs;robert-herbin.jpg
Shirley;Knight;22/04/2020;83;1937;Acteurs;shirley-knight.jpg
Philippe;Nahon;19/04/2020;81;1939;Acteurs;philippe-nahon.jpg
Delphine;Serina;19/04/2020;49;1971;Acteurs;delphine-serina.jpg
;Christophe;16/04/2020;74;1946;Chanteurs;christophe.jpg
Luis;Sepúlveda;16/04/2020;70;1950;Écrivains;luis-sepulveda.jpg
Maurice;Barrier;12/04/2020;87;1933;Acteurs;maurice-barrier.jpg
Pierre;Bénichou;31/03/2020;82;1938;Journalistes;pierre-benichou.jpg
Pape;Diouf;31/03/2020;68;1952;Journalistes;pape-diouf.jpg
Krzysztof;Penderecki;29/03/2020;86;1934;Compositeurs;krzysztof-penderecki.jpg
Patrick;Devedjian;28/03/2020;75;1945;Responsables politiques;patrick-devedjian.jpg
Michel;Hidalgo;26/03/2020;87;1933;Sportifs;michel-hidalgo.webp
Manu;Dibango;24/03/2020;86;1934;Musiciens;manu-dibango.jpg
Albert;Uderzo;24/03/2020;92;1928;Dessinateurs;albert-uderzo.jpg
Patrick;Le Lay;18/03/2020;77;1943;Personnalités d’affaires;patrick-le-lay.jpg
Lyle;Waggoner;17/03/2020;84;1936;Acteurs;lyle-waggoner.jpg
Stuart;Whitman;16/03/2020;92;1928;Acteurs;stuart-whitman.jpg
Suzy;Delair;15/03/2020;102;1918;Acteurs;suzy-delair.jpg
Tonie;Marshall;12/03/2020;68;1952;Réalisateurs;tonie-marshall.jpg
Didier;Bezace;11/03/2020;74;1946;Acteurs;didier-bezace.jpg
Max;von Sydow;08/03/2020;90;1930;Acteurs;max-von-sydow.jpg
Hervé;Bourges;23/02/2020;86;1934;Journalistes;herve-bourges.jpg
Michel;Charasse;21/02/2020;78;1942;Responsables politiques;michel-charasse.jpg
Graeme;Allwright;16/02/2020;93;1927;Chanteurs;graeme-allwright.jpg
Claire;Bretécher;11/02/2020;79;1941;Dessinateurs;claire-bretecher.jpg
Mirella;Freni;09/02/2020;84;1936;Chanteurs;mirella-freni.jpg
Roger;Holeindre;30/01/2020;90;1930;Militaires;roger-holeindre.jpg
Kobe;Bryant;26/01/2020;41;1979;Sportifs;kobe-bryant.jpg
;Michou;26/01/2020;88;1932;Personnalités d’affaires;michou.jpg
Terry;Jones;21/01/2020;77;1943;Acteurs;terry-jones.jpg
Betty;White;31/12/2021;99;1922;Acteurs;betty-white.jpg
Grichka;Bogdanoff;28/12/2021;72;1949;Animateurs;grichka-bogdanoff.jpg
Marcel;Meys;15/12/2021;112;1909;Divers;marcel-meys.jpg
Anne;Rice;11/12/2021;80;1941;Écrivains;anne-rice.jpg
Stephen;Sondheim;26/11/2021;91;1930;Compositeurs;stephen-sondheim.jpg
Frederik;Willem de Klerk;11/11/2021;85;1936;Avocats;frederik-willem-de-klerk.jpg
Dean;Stockwell;07/11/2021;85;1936;Acteurs;dean-stockwell.webp
James;Michael Tyler;24/10/2021;59;1962;Acteurs;james-michael-tyler.jpg
Hubert;Germain;12/10/2021;101;1920;Divers;hubert-germain.jpg
Étienne;Mougeotte;07/10/2021;81;1940;Journalistes;etienne-mougeotte.jpg
Jules;Théobald;05/10/2021;112;1909;Divers;jules-theobald.jpg
Michel;Tubiana;02/10/2021;68;1953;Avocats;michel-tubiana.jpg
Paul;Quilès;24/09/2021;79;1942;Responsables politiques;paul-quiles.jpg
Willie;Garson;21/09/2021;57;1964;Acteurs;willie-garson.jpg
René;Malleville;19/09/2021;73;1948;Divers;rene-malleville.jpg
Abdelaziz;Bouteflika;17/09/2021;84;1937;Responsables politiques;abdelaziz-bouteflika.webp
Nino;Castelnuovo;06/09/2021;84;1937;Acteurs;nino-castelnuovo.jpg
Edward;Asner;29/08/2021;91;1930;Acteurs;edward-asner.jpg
Charlie;Watts;24/08/2021;80;1941;Musiciens;charlie-watts.jpg
Michael;Nader;23/08/2021;76;1945;Acteurs;michael-nader.jpg
Sonny;Chiba;19/08/2021;82;1939;Acteurs;sonny-chiba.jpg
Dusty;Hill;27/07/2021;72;1949;Chanteurs;dusty-hill.jpg
Henri;Vernes;25/07/2021;102;1919;Écrivains;henri-vernes.jpg
Jean-Yves;Lafesse;22/07/2021;64;1957;Humoristes;jean-yves-lafesse.webp
Marion;Sarraut;12/07/2021;82;1939;Réalisateurs;marion-sarraut.jpg
Renée;Simonot;11/07/2021;109;1912;Acteurs;renee-simonot.jpg
Raffaella;Carrà;05/07/2021;78;1943;Chanteurs;raffaella-carra.jpg
Axel;Kahn;05/07/2021;76;1945;Scientifiques;axel-kahn.jpg
William;Smith;05/07/2021;88;1933;Acteurs;william-smith.jpg
Fernand;Guiot;26/06/2021;88;1933;Acteurs;fernand-guiot.jpg
John;McAfee;23/06/2021;75;1946;Ingénieurs;john-mcafee.jpg
Nikita;Mandryka;13/06/2021;80;1941;Dessinateurs;nikita-mandryka.jpg
Romain;Bouteille;31/05/2021;84;1937;Acteurs;romain-bouteille.webp
Gavin;MacLeod;29/05/2021;90;1931;Acteurs;gavin-macleod.webp
Eric;Carle;23/05/2021;91;1930;Écrivains;eric-carle.jpg
Robert;Marchand;22/05/2021;109;1912;Sportifs;robert-marchand.jpg
Charles;Grodin;18/05/2021;86;1935;Acteurs;charles-grodin.jpg
Norman;Lloyd;11/05/2021;106;1915;Acteurs;norman-lloyd.jpg
Jacques;d'Amboise;03/05/2021;86;1935;Danseurs;jacques-damboise.jpg
Marc;Dudicourt;01/05/2021;88;1933;Acteurs;marc-dudicourt.jpg
Anne;Buydens;29/04/2021;102;1919;Producteurs;anne-buydens.jpg
Michael;Collins;28/04/2021;90;1931;Astronautes;michael-collins.jpg
Christa;Ludwig;24/04/2021;93;1928;Chanteurs;christa-ludwig.jpg
Marc;Ferro;21/04/2021;96;1925;Historiens;marc-ferro.jpg
Idriss;Déby;20/04/2021;68;1953;Responsables politiques;idriss-deby.jpg
Walter;Mondale;19/04/2021;93;1928;Responsables politiques;walter-mondale.jpg
Hubert;Faure;17/04/2021;106;1915;Militaires;hubert-faure.jpg
Éric;Raoult;16/04/2021;65;1956;Responsables politiques;eric-raoult.jpg
Michel;Louvain;14/04/2021;83;1938;Chanteurs;michel-louvain.jpg
Bernard;Madoff;14/04/2021;82;1939;Personnalités d’affaires;bernard-madoff.jpg
Philip;Mountbatten;09/04/2021;99;1922;Noblesse et royautés;philip-mountbatten.jpg
Lee;Aaker;01/04/2021;77;1944;Acteurs;lee-aaker.jpg
Gérard;Filippelli;30/03/2021;78;1943;Acteurs;gerard-filippelli.jpg
Bertrand;Tavernier;25/03/2021;79;1942;Réalisateurs;bertrand-tavernier.jpg
George;Segal;23/03/2021;87;1934;Acteurs;george-segal.webp
John;Magufuli;17/03/2021;61;1960;Responsables politiques;john-magufuli.jpg
Marvin;Hagler;13/03/2021;66;1955;Sportifs;marvin-hagler.jpg
Renée;Doria;06/03/2021;100;1921;Chanteurs;renee-doria.jpg
Bunny;Wailer;02/03/2021;73;1948;Chanteurs;bunny-wailer.webp
Lawrence;Ferlinghetti;22/02/2021;101;1920;Écrivains;lawrence-ferlinghetti.jpg
Philippe;Brizard;20/02/2021;87;1934;Acteurs;philippe-brizard.jpg
Philippe;Chatel;19/02/2021;72;1949;Chanteurs;philippe-chatel.jpg
Arturo;Di Modica;19/02/2021;80;1941;Sculpteurs;arturo-di-modica.jpg
Tonton;David;16/02/2021;53;1968;Chanteurs;tonton-david.jpg
Raymond;Lévesque;15/02/2021;92;1929;Chanteurs;raymond-levesque.jpg
Larry;Flynt;10/02/2021;78;1943;Éditeurs;larry-flynt.jpg
Chick;Corea;09/02/2021;79;1942;Musiciens;chick-corea.jpg
Mary;Wilson;08/02/2021;76;1945;Chanteurs;mary-wilson.jpg
Jean;Josselin;07/02/2021;81;1940;Sportifs;jean-josselin.jpg
Christopher;Plummer;05/02/2021;91;1930;Acteurs;christopher-plummer.jpg
Jean-Pierre;Bastiat;03/02/2021;71;1950;Sportifs;jean-pierre-bastiat.jpg
Tony;Trabert;03/02/2021;90;1931;Sportifs;tony-trabert.jpg
Michel;Le Bris;30/01/2021;76;1945;Écrivains;michel-le-bris.jpg
Cicely;Tyson;28/01/2021;96;1925;Acteurs;cicely-tyson.jpg
Marcel;Uderzo;24/01/2021;87;1934;Dessinateurs;marcel-uderzo.jpg
Larry;King;23/01/2021;87;1934;Animateurs;larry-king.jpg
Mira;Furlan;20/01/2021;65;1956;Acteurs;mira-furlan.jpg
Jean-Pierre;Bacri;18/01/2021;69;1952;Acteurs;jean-pierre-bacri.jpg
Catherine;Rich;18/01/2021;88;1933;Acteurs;catherine-rich.jpg
Benjamin;de Rothschild;15/01/2021;57;1964;Personnalités d’affaires;benjamin-de-rothschild.jpg
Étienne;Draber;11/01/2021;81;1940;Acteurs;etienne-draber.jpg
